date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
9/1/1956,Hong Kong,Israel,2.0,3.0,AFC Asian Cup,So Kon Po,Hong Kong,False
9/6/1956,Hong Kong,South Korea,2.0,2.0,AFC Asian Cup,So Kon Po,Hong Kong,False
9/8/1956,Israel,South Korea,1.0,2.0,AFC Asian Cup,So Kon Po,Hong Kong,True
9/9/1956,Hong Kong,Vietnam Republic,2.0,2.0,AFC Asian Cup,So Kon Po,Hong Kong,False
9/12/1956,Israel,Vietnam Republic,2.0,1.0,AFC Asian Cup,So Kon Po,Hong Kong,True
9/15/1956,South Korea,Vietnam Republic,5.0,3.0,AFC Asian Cup,So Kon Po,Hong Kong,True
10/14/1960,South Korea,Vietnam Republic,5.0,1.0,AFC Asian Cup,Seoul,South Korea,False
10/17/1960,South Korea,Israel,3.0,0.0,AFC Asian Cup,Seoul,South Korea,False
10/17/1960,Chinese Taipei,Vietnam Republic,2.0,0.0,AFC Asian Cup,Seoul,South Korea,True
10/19/1960,Israel,Vietnam Republic,5.0,1.0,AFC Asian Cup,Seoul,South Korea,True
10/20/1960,Israel,Chinese Taipei,1.0,0.0,AFC Asian Cup,Seoul,South Korea,True
10/21/1960,South Korea,Chinese Taipei,1.0,0.0,AFC Asian Cup,Seoul,South Korea,False
5/26/1964,Israel,Hong Kong,1.0,0.0,AFC Asian Cup,Ramat-Gan,Israel,False
5/27/1964,India,South Korea,2.0,0.0,AFC Asian Cup,Haifa,Israel,True
5/29/1964,Israel,India,2.0,0.0,AFC Asian Cup,Jaffa,Israel,False
5/31/1964,Hong Kong,South Korea,0.0,1.0,AFC Asian Cup,Jerusalem,Israel,True
6/2/1964,Hong Kong,India,1.0,3.0,AFC Asian Cup,Jaffa,Israel,True
6/3/1964,Israel,South Korea,2.0,1.0,AFC Asian Cup,Ramat-Gan,Israel,False
5/10/1968,Iran,Hong Kong,2.0,0.0,AFC Asian Cup,Teheran,Iran,False
5/11/1968,Burma,Chinese Taipei,1.0,1.0,AFC Asian Cup,Teheran,Iran,True
5/12/1968,Hong Kong,Israel,1.0,6.0,AFC Asian Cup,Teheran,Iran,True
5/13/1968,Iran,Chinese Taipei,4.0,0.0,AFC Asian Cup,Teheran,Iran,False
5/14/1968,Burma,Israel,1.0,0.0,AFC Asian Cup,Teheran,Iran,True
5/15/1968,Hong Kong,Chinese Taipei,1.0,1.0,AFC Asian Cup,Teheran,Iran,True
5/16/1968,Iran,Burma,3.0,1.0,AFC Asian Cup,Teheran,Iran,False
5/17/1968,Israel,Chinese Taipei,4.0,1.0,AFC Asian Cup,Teheran,Iran,True
5/18/1968,Burma,Hong Kong,2.0,0.0,AFC Asian Cup,Teheran,Iran,True
5/19/1968,Iran,Israel,2.0,1.0,AFC Asian Cup,Teheran,Iran,False
5/7/1972,Iran,Cambodia,2.0,0.0,AFC Asian Cup,Bangkok,Thailand,True
5/7/1972,South Korea,Iraq,0.0,0.0,AFC Asian Cup,Bangkok,Thailand,True
5/8/1972,Thailand,Kuwait,0.0,2.0,AFC Asian Cup,Bangkok,Thailand,False
5/9/1972,Iran,Iraq,3.0,0.0,AFC Asian Cup,Bangkok,Thailand,True
5/10/1972,Cambodia,South Korea,1.0,4.0,AFC Asian Cup,Bangkok,Thailand,True
5/11/1972,Thailand,Iraq,1.0,1.0,AFC Asian Cup,Bangkok,Thailand,False
5/12/1972,South Korea,Kuwait,1.0,2.0,AFC Asian Cup,Bangkok,Thailand,True
5/13/1972,Thailand,Iran,2.0,3.0,AFC Asian Cup,Bangkok,Thailand,False
5/14/1972,Cambodia,Kuwait,4.0,0.0,AFC Asian Cup,Bangkok,Thailand,True
5/16/1972,Iran,Cambodia,2.0,1.0,AFC Asian Cup,Bangkok,Thailand,True
5/17/1972,Thailand,South Korea,1.0,1.0,AFC Asian Cup,Bangkok,Thailand,False
5/19/1972,Iran,South Korea,2.0,1.0,AFC Asian Cup,Bangkok,Thailand,True
5/19/1972,Thailand,Cambodia,2.0,2.0,AFC Asian Cup,Bangkok,Thailand,False
6/3/1976,Kuwait,Malaysia,2.0,0.0,AFC Asian Cup,Teheran,Iran,True
6/4/1976,Iran,Iraq,2.0,0.0,AFC Asian Cup,Teheran,Iran,False
6/5/1976,China PR,Malaysia,1.0,1.0,AFC Asian Cup,Teheran,Iran,True
6/6/1976,Iraq,Yemen DPR,1.0,0.0,AFC Asian Cup,Teheran,Iran,True
6/7/1976,China PR,Kuwait,0.0,1.0,AFC Asian Cup,Teheran,Iran,True
6/8/1976,Iran,Yemen DPR,8.0,0.0,AFC Asian Cup,Teheran,Iran,False
6/10/1976,Iran,China PR,2.0,0.0,AFC Asian Cup,Teheran,Iran,False
6/10/1976,Iraq,Kuwait,2.0,3.0,AFC Asian Cup,Teheran,Iran,True
6/13/1976,China PR,Iraq,1.0,0.0,AFC Asian Cup,Teheran,Iran,True
6/13/1976,Iran,Kuwait,1.0,0.0,AFC Asian Cup,Teheran,Iran,False
9/15/1980,Kuwait,United Arab Emirates,1.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,False
9/16/1980,North Korea,Bangladesh,3.0,2.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/16/1980,Malaysia,South Korea,1.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/17/1980,Iran,Syria,0.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/17/1980,Qatar,United Arab Emirates,2.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/18/1980,North Korea,China PR,2.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/18/1980,Kuwait,Malaysia,3.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,False
9/19/1980,Bangladesh,Syria,0.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/19/1980,Qatar,South Korea,0.0,2.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/20/1980,China PR,Iran,2.0,2.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/20/1980,United Arab Emirates,Malaysia,0.0,2.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/21/1980,Kuwait,South Korea,0.0,3.0,AFC Asian Cup,Kuwait City,Kuwait,False
9/22/1980,Bangladesh,Iran,0.0,7.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/23/1980,Malaysia,Qatar,1.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/23/1980,Syria,China PR,1.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/24/1980,Iran,North Korea,3.0,2.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/24/1980,South Korea,United Arab Emirates,4.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/25/1980,China PR,Bangladesh,6.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/25/1980,Kuwait,Qatar,4.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,False
9/26/1980,Syria,North Korea,1.0,2.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/28/1980,South Korea,North Korea,2.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/28/1980,Kuwait,Iran,2.0,1.0,AFC Asian Cup,Kuwait City,Kuwait,False
9/29/1980,Iran,North Korea,3.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,True
9/30/1980,Kuwait,South Korea,3.0,0.0,AFC Asian Cup,Kuwait City,Kuwait,False
12/1/1984,Iran,United Arab Emirates,3.0,0.0,AFC Asian Cup,Kallang,Singapore,True
12/1/1984,Qatar,Syria,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
12/2/1984,Saudi Arabia,South Korea,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
12/2/1984,Singapore,India,2.0,0.0,AFC Asian Cup,Kallang,Singapore,False
12/3/1984,China PR,Iran,0.0,2.0,AFC Asian Cup,Kallang,Singapore,True
12/3/1984,Kuwait,Qatar,1.0,0.0,AFC Asian Cup,Kallang,Singapore,True
12/4/1984,Syria,Saudi Arabia,0.0,1.0,AFC Asian Cup,Kallang,Singapore,True
12/4/1984,United Arab Emirates,India,2.0,0.0,AFC Asian Cup,Kallang,Singapore,True
12/5/1984,South Korea,Kuwait,0.0,0.0,AFC Asian Cup,Kallang,Singapore,True
12/5/1984,Singapore,China PR,0.0,2.0,AFC Asian Cup,Kallang,Singapore,False
12/7/1984,Iran,India,0.0,0.0,AFC Asian Cup,Kallang,Singapore,True
12/7/1984,Syria,South Korea,1.0,0.0,AFC Asian Cup,Kallang,Singapore,True
12/8/1984,Qatar,Saudi Arabia,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
12/8/1984,Singapore,United Arab Emirates,0.0,1.0,AFC Asian Cup,Kallang,Singapore,False
12/9/1984,India,China PR,0.0,3.0,AFC Asian Cup,Kallang,Singapore,True
12/9/1984,Kuwait,Syria,3.0,1.0,AFC Asian Cup,Kallang,Singapore,True
12/10/1984,South Korea,Qatar,0.0,1.0,AFC Asian Cup,Kallang,Singapore,True
12/10/1984,Singapore,Iran,1.0,1.0,AFC Asian Cup,Kallang,Singapore,False
12/11/1984,China PR,United Arab Emirates,5.0,0.0,AFC Asian Cup,Kallang,Singapore,True
12/11/1984,Saudi Arabia,Kuwait,1.0,0.0,AFC Asian Cup,Kallang,Singapore,True
12/13/1984,Saudi Arabia,Iran,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
12/14/1984,Kuwait,China PR,0.0,1.0,AFC Asian Cup,Kallang,Singapore,True
12/16/1984,Iran,Kuwait,1.0,1.0,AFC Asian Cup,Kallang,Singapore,True
12/16/1984,Saudi Arabia,China PR,2.0,0.0,AFC Asian Cup,Kallang,Singapore,True
9/15/1988,Saudi Arabia,Iran,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/2/1988,Qatar,Iran,0.0,2.0,AFC Asian Cup,Doha,Qatar,False
12/2/1988,Syria,Saudi Arabia,0.0,2.0,AFC Asian Cup,Doha,Qatar,True
12/3/1988,Kuwait,Bahrain,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/3/1988,United Arab Emirates,South Korea,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
12/4/1988,China PR,Syria,3.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/4/1988,Japan,Iran,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/5/1988,Qatar,United Arab Emirates,2.0,1.0,AFC Asian Cup,Doha,Qatar,False
12/5/1988,Saudi Arabia,Kuwait,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/6/1988,Bahrain,China PR,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
12/6/1988,South Korea,Japan,2.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/8/1988,Iran,United Arab Emirates,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/8/1988,Syria,Kuwait,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/9/1988,Qatar,South Korea,2.0,3.0,AFC Asian Cup,Doha,Qatar,False
12/9/1988,Saudi Arabia,Bahrain,1.0,1.0,AFC Asian Cup,Doha,Qatar,True
12/10/1988,Kuwait,China PR,2.0,2.0,AFC Asian Cup,Doha,Qatar,True
12/10/1988,United Arab Emirates,Japan,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/11/1988,Bahrain,Syria,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
12/11/1988,South Korea,Iran,3.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/12/1988,China PR,Saudi Arabia,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
12/12/1988,Qatar,Japan,3.0,0.0,AFC Asian Cup,Doha,Qatar,False
12/14/1988,South Korea,China PR,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
12/17/1988,China PR,Iran,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
12/18/1988,South Korea,Saudi Arabia,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
10/29/1992,Qatar,Thailand,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
10/29/1992,Saudi Arabia,China PR,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
10/30/1992,Japan,United Arab Emirates,0.0,0.0,AFC Asian Cup,Onomichi,Japan,False
10/30/1992,North Korea,Iran,0.0,2.0,AFC Asian Cup,Onomichi,Japan,True
10/31/1992,China PR,Thailand,0.0,0.0,AFC Asian Cup,Hiroshima,Japan,True
10/31/1992,Saudi Arabia,Qatar,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
11/1/1992,Japan,North Korea,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,False
11/1/1992,United Arab Emirates,Iran,0.0,0.0,AFC Asian Cup,Hiroshima,Japan,True
11/2/1992,China PR,Qatar,2.0,1.0,AFC Asian Cup,Onomichi,Japan,True
11/2/1992,Saudi Arabia,Thailand,4.0,0.0,AFC Asian Cup,Onomichi,Japan,True
11/3/1992,Japan,Iran,1.0,0.0,AFC Asian Cup,Hiroshima,Japan,False
11/3/1992,United Arab Emirates,North Korea,2.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
11/6/1992,Japan,China PR,3.0,2.0,AFC Asian Cup,Hiroshima,Japan,False
11/6/1992,Saudi Arabia,United Arab Emirates,2.0,0.0,AFC Asian Cup,Hiroshima,Japan,True
11/8/1992,China PR,United Arab Emirates,1.0,1.0,AFC Asian Cup,Hiroshima,Japan,True
11/8/1992,Japan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Hiroshima,Japan,False
12/4/1996,Indonesia,Kuwait,2.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
12/4/1996,United Arab Emirates,South Korea,1.0,1.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
12/5/1996,Iran,Iraq,1.0,2.0,AFC Asian Cup,Dubai,United Arab Emirates,True
12/5/1996,Saudi Arabia,Thailand,6.0,0.0,AFC Asian Cup,Dubai,United Arab Emirates,True
12/6/1996,China PR,Uzbekistan,0.0,2.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
12/6/1996,Japan,Syria,2.0,1.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
12/7/1996,South Korea,Indonesia,4.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
12/7/1996,United Arab Emirates,Kuwait,3.0,2.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
12/8/1996,Saudi Arabia,Iraq,1.0,0.0,AFC Asian Cup,Dubai,United Arab Emirates,True
12/8/1996,Thailand,Iran,1.0,3.0,AFC Asian Cup,Dubai,United Arab Emirates,True
12/9/1996,Japan,Uzbekistan,4.0,0.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
12/9/1996,Syria,China PR,0.0,3.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
12/10/1996,Kuwait,South Korea,2.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
12/10/1996,United Arab Emirates,Indonesia,2.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
12/11/1996,Iraq,Thailand,4.0,1.0,AFC Asian Cup,Dubai,United Arab Emirates,True
12/11/1996,Saudi Arabia,Iran,0.0,3.0,AFC Asian Cup,Dubai,United Arab Emirates,True
12/12/1996,Japan,China PR,1.0,0.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
12/12/1996,Uzbekistan,Syria,1.0,2.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
12/15/1996,Kuwait,Japan,2.0,0.0,AFC Asian Cup,Al Ain,United Arab Emirates,True
12/15/1996,United Arab Emirates,Iraq,1.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
12/16/1996,South Korea,Iran,2.0,6.0,AFC Asian Cup,Dubai,United Arab Emirates,True
12/16/1996,Saudi Arabia,China PR,4.0,3.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
12/19/1996,Iran,Saudi Arabia,0.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
12/19/1996,United Arab Emirates,Kuwait,1.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
12/21/1996,Iran,Kuwait,1.0,1.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True
12/21/1996,United Arab Emirates,Saudi Arabia,0.0,0.0,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False
10/12/2000,Iraq,Thailand,2.0,0.0,AFC Asian Cup,Tripoli,Lebanon,True
10/12/2000,Lebanon,Iran,0.0,4.0,AFC Asian Cup,Beirut,Lebanon,False
10/13/2000,South Korea,China PR,2.0,2.0,AFC Asian Cup,Tripoli,Lebanon,True
10/13/2000,Kuwait,Indonesia,0.0,0.0,AFC Asian Cup,Tripoli,Lebanon,True
10/14/2000,Qatar,Uzbekistan,1.0,1.0,AFC Asian Cup,Sidon,Lebanon,True
10/14/2000,Saudi Arabia,Japan,1.0,4.0,AFC Asian Cup,Sidon,Lebanon,True
10/15/2000,Iran,Thailand,1.0,1.0,AFC Asian Cup,Beirut,Lebanon,True
10/15/2000,Lebanon,Iraq,2.0,2.0,AFC Asian Cup,Beirut,Lebanon,False
10/16/2000,China PR,Indonesia,4.0,0.0,AFC Asian Cup,Tripoli,Lebanon,True
10/16/2000,South Korea,Kuwait,0.0,1.0,AFC Asian Cup,Tripoli,Lebanon,True
10/17/2000,Japan,Uzbekistan,8.0,1.0,AFC Asian Cup,Sidon,Lebanon,True
10/17/2000,Saudi Arabia,Qatar,0.0,0.0,AFC Asian Cup,Sidon,Lebanon,True
10/18/2000,Iran,Iraq,1.0,0.0,AFC Asian Cup,Sidon,Lebanon,True
10/18/2000,Lebanon,Thailand,1.0,1.0,AFC Asian Cup,Beirut,Lebanon,False
10/19/2000,China PR,Kuwait,0.0,0.0,AFC Asian Cup,Tripoli,Lebanon,True
10/19/2000,South Korea,Indonesia,3.0,0.0,AFC Asian Cup,Beirut,Lebanon,True
10/20/2000,Japan,Qatar,1.0,1.0,AFC Asian Cup,Beirut,Lebanon,True
10/20/2000,Saudi Arabia,Uzbekistan,5.0,0.0,AFC Asian Cup,Sidon,Lebanon,True
10/23/2000,China PR,Qatar,3.0,1.0,AFC Asian Cup,Sidon,Lebanon,True
10/23/2000,Iran,South Korea,1.0,2.0,AFC Asian Cup,Tripoli,Lebanon,True
10/24/2000,Japan,Iraq,4.0,1.0,AFC Asian Cup,Beirut,Lebanon,True
10/24/2000,Kuwait,Saudi Arabia,2.0,3.0,AFC Asian Cup,Beirut,Lebanon,True
10/26/2000,China PR,Japan,2.0,3.0,AFC Asian Cup,Beirut,Lebanon,True
10/26/2000,South Korea,Saudi Arabia,1.0,2.0,AFC Asian Cup,Beirut,Lebanon,True
10/29/2000,China PR,South Korea,0.0,1.0,AFC Asian Cup,Beirut,Lebanon,True
10/29/2000,Japan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Beirut,Lebanon,True
7/17/2004,China PR,Bahrain,2.0,2.0,AFC Asian Cup,Beijing,China PR,False
7/18/2004,Iraq,Uzbekistan,0.0,1.0,AFC Asian Cup,Chengdu,China PR,True
7/18/2004,Qatar,Indonesia,1.0,2.0,AFC Asian Cup,Beijing,China PR,True
7/18/2004,Saudi Arabia,Turkmenistan,2.0,2.0,AFC Asian Cup,Chengdu,China PR,True
7/19/2004,South Korea,Jordan,0.0,0.0,AFC Asian Cup,Jinan,China PR,True
7/19/2004,Kuwait,United Arab Emirates,3.0,1.0,AFC Asian Cup,Jinan,China PR,True
7/20/2004,Iran,Thailand,3.0,0.0,AFC Asian Cup,Chongqing,China PR,True
7/20/2004,Japan,Oman,1.0,0.0,AFC Asian Cup,Chongqing,China PR,True
7/21/2004,Bahrain,Qatar,1.0,1.0,AFC Asian Cup,Beijing,China PR,True
7/21/2004,China PR,Indonesia,5.0,0.0,AFC Asian Cup,Beijing,China PR,False
7/22/2004,Turkmenistan,Iraq,2.0,3.0,AFC Asian Cup,Chengdu,China PR,True
7/22/2004,Uzbekistan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Chengdu,China PR,True
7/23/2004,Jordan,Kuwait,2.0,0.0,AFC Asian Cup,Jinan,China PR,True
7/23/2004,United Arab Emirates,South Korea,0.0,2.0,AFC Asian Cup,Jinan,China PR,True
7/24/2004,Oman,Iran,2.0,2.0,AFC Asian Cup,Chongqing,China PR,True
7/24/2004,Thailand,Japan,1.0,4.0,AFC Asian Cup,Chongqing,China PR,True
7/25/2004,Bahrain,Indonesia,3.0,1.0,AFC Asian Cup,Jinan,China PR,True
7/25/2004,China PR,Qatar,1.0,0.0,AFC Asian Cup,Beijing,China PR,False
7/26/2004,Saudi Arabia,Iraq,1.0,2.0,AFC Asian Cup,Chengdu,China PR,True
7/26/2004,Turkmenistan,Uzbekistan,0.0,1.0,AFC Asian Cup,Chongqing,China PR,True
7/27/2004,Jordan,United Arab Emirates,0.0,0.0,AFC Asian Cup,Beijing,China PR,True
7/27/2004,South Korea,Kuwait,4.0,0.0,AFC Asian Cup,Jinan,China PR,True
7/28/2004,Japan,Iran,0.0,0.0,AFC Asian Cup,Chongqing,China PR,True
7/28/2004,Oman,Thailand,2.0,0.0,AFC Asian Cup,Chengdu,China PR,True
7/30/2004,China PR,Iraq,3.0,0.0,AFC Asian Cup,Beijing,China PR,False
7/30/2004,Uzbekistan,Bahrain,2.0,2.0,AFC Asian Cup,Chengdu,China PR,True
7/31/2004,Japan,Jordan,1.0,1.0,AFC Asian Cup,Chongqing,China PR,True
7/31/2004,South Korea,Iran,3.0,4.0,AFC Asian Cup,Jinan,China PR,True
8/3/2004,Bahrain,Japan,3.0,4.0,AFC Asian Cup,Jinan,China PR,True
8/3/2004,China PR,Iran,1.0,1.0,AFC Asian Cup,Beijing,China PR,False
8/6/2004,Iran,Bahrain,4.0,2.0,AFC Asian Cup,Beijing,China PR,True
8/7/2004,China PR,Japan,1.0,3.0,AFC Asian Cup,Beijing,China PR,False
7/7/2007,Thailand,Iraq,1.0,1.0,AFC Asian Cup,Bangkok,Thailand,False
7/8/2007,Australia,Oman,1.0,1.0,AFC Asian Cup,Bangkok,Thailand,True
7/8/2007,Vietnam,United Arab Emirates,2.0,0.0,AFC Asian Cup,Hanoi,Vietnam,False
7/9/2007,Japan,Qatar,1.0,1.0,AFC Asian Cup,Hanoi,Vietnam,True
7/10/2007,Indonesia,Bahrain,2.0,1.0,AFC Asian Cup,Jakarta,Indonesia,False
7/10/2007,Malaysia,China PR,1.0,5.0,AFC Asian Cup,Kuala Lumpur,Malaysia,False
7/11/2007,Iran,Uzbekistan,2.0,1.0,AFC Asian Cup,Kuala Lumpur,Malaysia,True
7/11/2007,South Korea,Saudi Arabia,1.0,1.0,AFC Asian Cup,Jakarta,Indonesia,True
7/12/2007,Thailand,Oman,2.0,0.0,AFC Asian Cup,Bangkok,Thailand,False
7/12/2007,Vietnam,Qatar,1.0,1.0,AFC Asian Cup,Hanoi,Vietnam,False
7/13/2007,Iraq,Australia,3.0,1.0,AFC Asian Cup,Bangkok,Thailand,True
7/13/2007,United Arab Emirates,Japan,1.0,3.0,AFC Asian Cup,Hanoi,Vietnam,True
7/14/2007,Indonesia,Saudi Arabia,1.0,2.0,AFC Asian Cup,Jakarta,Indonesia,False
7/14/2007,Malaysia,Uzbekistan,0.0,5.0,AFC Asian Cup,Kuala Lumpur,Malaysia,False
7/15/2007,Bahrain,South Korea,2.0,1.0,AFC Asian Cup,Jakarta,Indonesia,True
7/15/2007,China PR,Iran,2.0,2.0,AFC Asian Cup,Kuala Lumpur,Malaysia,True
7/16/2007,Oman,Iraq,0.0,0.0,AFC Asian Cup,Bangkok,Thailand,True
7/16/2007,Qatar,United Arab Emirates,1.0,2.0,AFC Asian Cup,Ho Chi Minh City,Vietnam,True
7/16/2007,Thailand,Australia,0.0,4.0,AFC Asian Cup,Bangkok,Thailand,False
7/16/2007,Vietnam,Japan,1.0,4.0,AFC Asian Cup,Hanoi,Vietnam,False
7/18/2007,Indonesia,South Korea,0.0,1.0,AFC Asian Cup,Jakarta,Indonesia,False
7/18/2007,Malaysia,Iran,0.0,2.0,AFC Asian Cup,Kuala Lumpur,Malaysia,False
7/18/2007,Saudi Arabia,Bahrain,4.0,0.0,AFC Asian Cup,Palembang,Indonesia,True
7/18/2007,Uzbekistan,China PR,3.0,0.0,AFC Asian Cup,Shah Alam,Malaysia,True
7/21/2007,Iraq,Vietnam,2.0,0.0,AFC Asian Cup,Bangkok,Thailand,True
7/21/2007,Japan,Australia,1.0,1.0,AFC Asian Cup,Hanoi,Vietnam,True
7/22/2007,Iran,South Korea,0.0,0.0,AFC Asian Cup,Kuala Lumpur,Malaysia,True
7/22/2007,Saudi Arabia,Uzbekistan,2.0,1.0,AFC Asian Cup,Jakarta,Indonesia,True
7/25/2007,Iraq,South Korea,0.0,0.0,AFC Asian Cup,Kuala Lumpur,Malaysia,True
7/25/2007,Japan,Saudi Arabia,2.0,3.0,AFC Asian Cup,Hanoi,Vietnam,True
7/28/2007,South Korea,Japan,0.0,0.0,AFC Asian Cup,Palembang,Indonesia,True
7/29/2007,Iraq,Saudi Arabia,1.0,0.0,AFC Asian Cup,Jakarta,Indonesia,True
1/7/2011,Qatar,Uzbekistan,0.0,2.0,AFC Asian Cup,Doha,Qatar,False
1/8/2011,Kuwait,China PR,0.0,2.0,AFC Asian Cup,Doha,Qatar,True
1/9/2011,Japan,Jordan,1.0,1.0,AFC Asian Cup,Doha,Qatar,True
1/9/2011,Saudi Arabia,Syria,1.0,2.0,AFC Asian Cup,Rayyan,Qatar,True
1/10/2011,India,Australia,0.0,4.0,AFC Asian Cup,Doha,Qatar,True
1/10/2011,South Korea,Bahrain,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
1/11/2011,Iraq,Iran,1.0,2.0,AFC Asian Cup,Rayyan,Qatar,True
1/11/2011,North Korea,United Arab Emirates,0.0,0.0,AFC Asian Cup,Doha,Qatar,True
1/12/2011,Qatar,China PR,2.0,0.0,AFC Asian Cup,Doha,Qatar,False
1/12/2011,Uzbekistan,Kuwait,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
1/13/2011,Jordan,Saudi Arabia,1.0,0.0,AFC Asian Cup,Rayyan,Qatar,True
1/13/2011,Syria,Japan,1.0,2.0,AFC Asian Cup,Doha,Qatar,True
1/14/2011,Australia,South Korea,1.0,1.0,AFC Asian Cup,Doha,Qatar,True
1/14/2011,Bahrain,India,5.0,2.0,AFC Asian Cup,Doha,Qatar,True
1/15/2011,Iran,North Korea,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
1/15/2011,United Arab Emirates,Iraq,0.0,1.0,AFC Asian Cup,Rayyan,Qatar,True
1/16/2011,China PR,Uzbekistan,2.0,2.0,AFC Asian Cup,Doha,Qatar,True
1/16/2011,Qatar,Kuwait,3.0,0.0,AFC Asian Cup,Doha,Qatar,False
1/17/2011,Jordan,Syria,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
1/17/2011,Saudi Arabia,Japan,0.0,5.0,AFC Asian Cup,Rayyan,Qatar,True
1/18/2011,Australia,Bahrain,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
1/18/2011,South Korea,India,4.0,1.0,AFC Asian Cup,Doha,Qatar,True
1/19/2011,Iraq,North Korea,1.0,0.0,AFC Asian Cup,Rayyan,Qatar,True
1/19/2011,United Arab Emirates,Iran,0.0,3.0,AFC Asian Cup,Doha,Qatar,True
1/21/2011,Qatar,Japan,2.0,3.0,AFC Asian Cup,Doha,Qatar,False
1/21/2011,Uzbekistan,Jordan,2.0,1.0,AFC Asian Cup,Doha,Qatar,True
1/22/2011,Australia,Iraq,1.0,0.0,AFC Asian Cup,Doha,Qatar,True
1/22/2011,Iran,South Korea,0.0,1.0,AFC Asian Cup,Doha,Qatar,True
