date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
3/1/2006,Palestine,Singapore,1.0,0.0,AFC Asian Cup qualification,Amman,Jordan,True
3/1/2006,Qatar,Uzbekistan,2.0,1.0,AFC Asian Cup qualification,Doha,Qatar,False
8/16/2006,Australia,Kuwait,2.0,0.0,AFC Asian Cup qualification,Sydney,Australia,False
8/16/2006,Bangladesh,Qatar,1.0,4.0,AFC Asian Cup qualification,Chittagong,Bangladesh,False
8/16/2006,China PR,Singapore,1.0,0.0,AFC Asian Cup qualification,Tianjin,China PR,False
8/16/2006,India,Saudi Arabia,0.0,3.0,AFC Asian Cup qualification,Calcutta,India,False
8/16/2006,Iran,Syria,1.0,1.0,AFC Asian Cup qualification,Teheran,Iran,False
8/16/2006,Japan,Yemen,2.0,0.0,AFC Asian Cup qualification,Niigata,Japan,False
8/16/2006,Jordan,United Arab Emirates,1.0,2.0,AFC Asian Cup qualification,Amman,Jordan,False
8/16/2006,Pakistan,Oman,1.0,4.0,AFC Asian Cup qualification,Islamabad,Pakistan,False
8/16/2006,Uzbekistan,Hong Kong,2.0,2.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False
8/17/2006,Palestine,Iraq,0.0,3.0,AFC Asian Cup qualification,Amman,Jordan,True
9/2/2006,South Korea,Iran,1.0,1.0,AFC Asian Cup qualification,Seoul,South Korea,False
9/3/2006,Saudi Arabia,Japan,1.0,0.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False
9/6/2006,Hong Kong,Uzbekistan,0.0,0.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
9/6/2006,Iraq,Palestine,2.0,2.0,AFC Asian Cup qualification,Al Ain,United Arab Emirates,True
9/6/2006,South Korea,Chinese Taipei,8.0,0.0,AFC Asian Cup qualification,Suwon,South Korea,False
9/6/2006,Kuwait,Australia,2.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
9/6/2006,Oman,Pakistan,5.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False
9/6/2006,Qatar,Bangladesh,3.0,0.0,AFC Asian Cup qualification,Doha,Qatar,False
9/6/2006,Saudi Arabia,India,7.0,1.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False
9/6/2006,Singapore,China PR,0.0,0.0,AFC Asian Cup qualification,Singapore,Singapore,False
9/6/2006,United Arab Emirates,Jordan,0.0,0.0,AFC Asian Cup qualification,Sharjah,United Arab Emirates,False
9/6/2006,Yemen,Japan,0.0,1.0,AFC Asian Cup qualification,Sana'a,Yemen,False
10/11/2006,Australia,Bahrain,2.0,0.0,AFC Asian Cup qualification,Sydney,Australia,False
10/11/2006,Bangladesh,Uzbekistan,0.0,4.0,AFC Asian Cup qualification,Dhaka,Bangladesh,False
10/11/2006,India,Japan,0.0,3.0,AFC Asian Cup qualification,Bangalore,India,False
10/11/2006,Iraq,Singapore,4.0,2.0,AFC Asian Cup qualification,Al Ain,United Arab Emirates,True
10/11/2006,South Korea,Syria,1.0,1.0,AFC Asian Cup qualification,Seoul,South Korea,False
10/11/2006,Oman,United Arab Emirates,2.0,1.0,AFC Asian Cup qualification,Muscat,Oman,False
10/11/2006,Pakistan,Jordan,0.0,3.0,AFC Asian Cup qualification,Lahore,Pakistan,False
10/11/2006,Palestine,China PR,0.0,2.0,AFC Asian Cup qualification,Amman,Jordan,True
10/11/2006,Qatar,Hong Kong,2.0,0.0,AFC Asian Cup qualification,Doha,Qatar,False
10/11/2006,Saudi Arabia,Yemen,5.0,0.0,AFC Asian Cup qualification,Jeddah,Saudi Arabia,False
11/15/2006,Bahrain,Kuwait,2.0,1.0,AFC Asian Cup qualification,Riffa,Bahrain,False
11/15/2006,China PR,Iraq,1.0,1.0,AFC Asian Cup qualification,Changsha,China PR,False
11/15/2006,Hong Kong,Bangladesh,2.0,0.0,AFC Asian Cup qualification,Kowloon,Hong Kong,False
11/15/2006,Iran,South Korea,2.0,0.0,AFC Asian Cup qualification,Teheran,Iran,False
11/15/2006,Japan,Saudi Arabia,3.0,1.0,AFC Asian Cup qualification,Sapporo,Japan,False
11/15/2006,Jordan,Oman,3.0,0.0,AFC Asian Cup qualification,Amman,Jordan,False
11/15/2006,Syria,Chinese Taipei,3.0,0.0,AFC Asian Cup qualification,Damascus,Syria,False
11/15/2006,United Arab Emirates,Pakistan,3.0,2.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,False
11/15/2006,Uzbekistan,Qatar,2.0,0.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False
11/15/2006,Yemen,India,2.0,1.0,AFC Asian Cup qualification,Sana'a,Yemen,False
4/9/2008,Lebanon,Maldives,4.0,0.0,AFC Asian Cup qualification,Beirut,Lebanon,False
4/23/2008,Maldives,Lebanon,1.0,2.0,AFC Asian Cup qualification,Malé,Maldives,False
1/14/2009,Iran,Singapore,6.0,0.0,AFC Asian Cup qualification,Teheran,Iran,False
1/14/2009,Jordan,Thailand,0.0,0.0,AFC Asian Cup qualification,Amman,Jordan,False
1/14/2009,Syria,China PR,3.0,2.0,AFC Asian Cup qualification,Aleppo,Syria,False
1/14/2009,Vietnam,Lebanon,3.0,1.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
1/19/2009,Oman,Indonesia,0.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False
1/20/2009,Japan,Yemen,2.0,1.0,AFC Asian Cup qualification,Kumamoto,Japan,False
1/21/2009,China PR,Vietnam,6.0,1.0,AFC Asian Cup qualification,Hangzhou,China PR,False
1/21/2009,Hong Kong,Bahrain,1.0,3.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
1/21/2009,Malaysia,United Arab Emirates,0.0,5.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
1/28/2009,Bahrain,Japan,1.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False
1/28/2009,Indonesia,Australia,0.0,0.0,AFC Asian Cup qualification,Jakarta,Indonesia,False
1/28/2009,Kuwait,Oman,0.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
1/28/2009,Lebanon,Syria,0.0,2.0,AFC Asian Cup qualification,Sidon,Lebanon,False
1/28/2009,Singapore,Jordan,2.0,1.0,AFC Asian Cup qualification,Singapore,Singapore,False
1/28/2009,Thailand,Iran,0.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,False
1/28/2009,United Arab Emirates,Uzbekistan,0.0,1.0,AFC Asian Cup qualification,Sharjah,United Arab Emirates,False
1/28/2009,Yemen,Hong Kong,1.0,0.0,AFC Asian Cup qualification,Sana'a,Yemen,False
3/5/2009,Australia,Kuwait,0.0,1.0,AFC Asian Cup qualification,Canberra,Australia,False
10/8/2009,Japan,Hong Kong,6.0,0.0,AFC Asian Cup qualification,Shizuoka,Japan,False
10/14/2009,Australia,Oman,1.0,0.0,AFC Asian Cup qualification,Melbourne,Australia,False
11/14/2009,Iran,Jordan,1.0,0.0,AFC Asian Cup qualification,Teheran,Iran,False
11/14/2009,Kuwait,Indonesia,2.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
11/14/2009,Lebanon,China PR,0.0,2.0,AFC Asian Cup qualification,Beirut,Lebanon,False
11/14/2009,Oman,Australia,1.0,2.0,AFC Asian Cup qualification,Muscat,Oman,False
11/14/2009,Singapore,Thailand,1.0,3.0,AFC Asian Cup qualification,Singapore,Singapore,False
11/14/2009,Uzbekistan,Malaysia,3.0,1.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False
11/14/2009,Vietnam,Syria,0.0,1.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
11/18/2009,Bahrain,Yemen,4.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False
11/18/2009,Hong Kong,Japan,0.0,4.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
11/18/2009,Indonesia,Kuwait,1.0,1.0,AFC Asian Cup qualification,Jakarta,Indonesia,False
11/18/2009,Malaysia,Uzbekistan,1.0,3.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
11/18/2009,Syria,Vietnam,0.0,0.0,AFC Asian Cup qualification,Aleppo,Syria,False
11/18/2009,Thailand,Singapore,0.0,1.0,AFC Asian Cup qualification,Bangkok,Thailand,False
11/22/2009,China PR,Lebanon,1.0,0.0,AFC Asian Cup qualification,Hangzhou,China PR,False
11/22/2009,Jordan,Iran,1.0,0.0,AFC Asian Cup qualification,Amman,Jordan,False
1/6/2010,Bahrain,Hong Kong,4.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False
1/6/2010,China PR,Syria,0.0,0.0,AFC Asian Cup qualification,Hangzhou,China PR,False
1/6/2010,Indonesia,Oman,1.0,2.0,AFC Asian Cup qualification,Jakarta,Indonesia,False
1/6/2010,Kuwait,Australia,2.0,2.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
1/6/2010,Lebanon,Vietnam,1.0,1.0,AFC Asian Cup qualification,Sidon,Lebanon,False
1/6/2010,Singapore,Iran,1.0,3.0,AFC Asian Cup qualification,Singapore,Singapore,False
1/6/2010,Thailand,Jordan,0.0,0.0,AFC Asian Cup qualification,Bangkok,Thailand,False
1/6/2010,United Arab Emirates,Malaysia,1.0,0.0,AFC Asian Cup qualification,Dubai,United Arab Emirates,False
1/6/2010,Yemen,Japan,2.0,3.0,AFC Asian Cup qualification,Sana'a,Yemen,False
1/17/2010,Vietnam,China PR,1.0,2.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
1/20/2010,Yemen,Bahrain,3.0,0.0,AFC Asian Cup qualification,Sana'a,Yemen,False
3/3/2010,Australia,Indonesia,1.0,0.0,AFC Asian Cup qualification,Brisbane,Australia,False
3/3/2010,Hong Kong,Yemen,0.0,0.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
3/3/2010,Iran,Thailand,1.0,0.0,AFC Asian Cup qualification,Teheran,Iran,False
3/3/2010,Japan,Bahrain,2.0,0.0,AFC Asian Cup qualification,Toyota,Japan,False
3/3/2010,Jordan,Singapore,2.0,1.0,AFC Asian Cup qualification,Amman,Jordan,False
3/3/2010,Oman,Kuwait,0.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False
3/3/2010,Syria,Lebanon,4.0,0.0,AFC Asian Cup qualification,Damascus,Syria,False
3/3/2010,Uzbekistan,United Arab Emirates,0.0,1.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False
2/6/2013,Iran,Lebanon,5.0,0.0,AFC Asian Cup qualification,Teheran,Iran,False
2/6/2013,Iraq,Indonesia,1.0,0.0,AFC Asian Cup qualification,Dubai,United Arab Emirates,True
2/6/2013,Jordan,Singapore,4.0,0.0,AFC Asian Cup qualification,Amman,Jordan,False
2/6/2013,Oman,Syria,1.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False
2/6/2013,Qatar,Malaysia,2.0,0.0,AFC Asian Cup qualification,Doha,Qatar,False
2/6/2013,Saudi Arabia,China PR,2.0,1.0,AFC Asian Cup qualification,Dammam,Saudi Arabia,False
2/6/2013,Thailand,Kuwait,1.0,3.0,AFC Asian Cup qualification,Bangkok,Thailand,False
2/6/2013,Uzbekistan,Hong Kong,0.0,0.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False
2/6/2013,Vietnam,United Arab Emirates,1.0,2.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
2/6/2013,Yemen,Bahrain,0.0,2.0,AFC Asian Cup qualification,Sharjah,United Arab Emirates,True
3/22/2013,Bahrain,Qatar,1.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False
3/22/2013,China PR,Iraq,1.0,0.0,AFC Asian Cup qualification,Changsha,China PR,False
3/22/2013,Hong Kong,Vietnam,1.0,0.0,AFC Asian Cup qualification,Kowloon,Hong Kong,False
3/22/2013,Lebanon,Thailand,5.0,2.0,AFC Asian Cup qualification,Beirut,Lebanon,False
3/22/2013,Malaysia,Yemen,2.0,1.0,AFC Asian Cup qualification,Shah Alam,Malaysia,False
3/22/2013,United Arab Emirates,Uzbekistan,2.0,1.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,False
3/23/2013,Indonesia,Saudi Arabia,1.0,2.0,AFC Asian Cup qualification,Jakarta,Indonesia,False
3/26/2013,Kuwait,Iran,1.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
8/14/2013,Singapore,Oman,0.0,2.0,AFC Asian Cup qualification,Jalan Besar,Singapore,False
8/15/2013,Syria,Jordan,1.0,1.0,AFC Asian Cup qualification,Teheran,Iran,True
10/13/2013,Qatar,Yemen,6.0,0.0,AFC Asian Cup qualification,Doha,Qatar,False
10/15/2013,Hong Kong,United Arab Emirates,0.0,4.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
10/15/2013,Indonesia,China PR,1.0,1.0,AFC Asian Cup qualification,Jakarta,Indonesia,False
10/15/2013,Iran,Thailand,2.0,1.0,AFC Asian Cup qualification,Teheran,Iran,False
10/15/2013,Iraq,Saudi Arabia,0.0,2.0,AFC Asian Cup qualification,Amman,Jordan,True
10/15/2013,Jordan,Oman,0.0,0.0,AFC Asian Cup qualification,Amman,Jordan,False
10/15/2013,Lebanon,Kuwait,1.0,1.0,AFC Asian Cup qualification,Beirut,Lebanon,False
10/15/2013,Malaysia,Bahrain,1.0,1.0,AFC Asian Cup qualification,Shah Alam,Malaysia,False
10/15/2013,Singapore,Syria,2.0,1.0,AFC Asian Cup qualification,Singapore,Singapore,False
10/15/2013,Uzbekistan,Vietnam,3.0,1.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False
11/15/2013,Bahrain,Malaysia,1.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False
11/15/2013,China PR,Indonesia,1.0,0.0,AFC Asian Cup qualification,Xi'an,China PR,False
11/15/2013,Kuwait,Lebanon,0.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
11/15/2013,Saudi Arabia,Iraq,2.0,1.0,AFC Asian Cup qualification,Dammam,Saudi Arabia,False
11/15/2013,Syria,Singapore,4.0,0.0,AFC Asian Cup qualification,Teheran,Iran,True
11/15/2013,Thailand,Iran,0.0,3.0,AFC Asian Cup qualification,Bangkok,Thailand,False
11/15/2013,United Arab Emirates,Hong Kong,4.0,0.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,False
11/15/2013,Vietnam,Uzbekistan,0.0,3.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
11/15/2013,Yemen,Qatar,1.0,4.0,AFC Asian Cup qualification,al-Ain,United Arab Emirates,True
11/19/2013,Bahrain,Yemen,2.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False
11/19/2013,China PR,Saudi Arabia,0.0,0.0,AFC Asian Cup qualification,Xi'an,China PR,False
11/19/2013,Hong Kong,Uzbekistan,0.0,2.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
11/19/2013,Indonesia,Iraq,0.0,2.0,AFC Asian Cup qualification,Jakarta,Indonesia,False
11/19/2013,Kuwait,Thailand,3.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
11/19/2013,Lebanon,Iran,1.0,4.0,AFC Asian Cup qualification,Beirut,Lebanon,False
11/19/2013,Malaysia,Qatar,0.0,1.0,AFC Asian Cup qualification,Shah Alam,Malaysia,False
11/19/2013,Syria,Oman,0.0,1.0,AFC Asian Cup qualification,Teheran,Iran,True
11/19/2013,United Arab Emirates,Vietnam,5.0,0.0,AFC Asian Cup qualification,Abu Dhabi,United Arab Emirates,False
1/31/2014,Oman,Jordan,0.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False
2/4/2014,Singapore,Jordan,1.0,3.0,AFC Asian Cup qualification,Singapore,Singapore,False
3/3/2014,Iran,Kuwait,3.0,2.0,AFC Asian Cup qualification,Karaj,Iran,False
3/5/2014,Iraq,China PR,3.0,1.0,AFC Asian Cup qualification,Sharjah,United Arab Emirates,True
3/5/2014,Jordan,Syria,2.0,1.0,AFC Asian Cup qualification,Amman,Jordan,False
3/5/2014,Oman,Singapore,3.0,1.0,AFC Asian Cup qualification,Muscat,Oman,False
3/5/2014,Qatar,Bahrain,0.0,0.0,AFC Asian Cup qualification,Doha,Qatar,False
3/5/2014,Saudi Arabia,Indonesia,1.0,0.0,AFC Asian Cup qualification,Dammam,Saudi Arabia,False
3/5/2014,Thailand,Lebanon,2.0,5.0,AFC Asian Cup qualification,Bangkok,Thailand,False
3/5/2014,Uzbekistan,United Arab Emirates,1.0,1.0,AFC Asian Cup qualification,Tashkent,Uzbekistan,False
3/5/2014,Vietnam,Hong Kong,3.0,1.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
3/5/2014,Yemen,Malaysia,1.0,2.0,AFC Asian Cup qualification,al-Ain,United Arab Emirates,True
6/2/2016,Laos,India,0.0,1.0,AFC Asian Cup qualification,Vientiane,Laos,False
6/2/2016,Malaysia,East Timor,3.0,0.0,AFC Asian Cup qualification,Johor Bahru,Malaysia,False
6/2/2016,Maldives,Yemen,0.0,2.0,AFC Asian Cup qualification,Malé,Maldives,False
6/2/2016,Tajikistan,Bangladesh,5.0,0.0,AFC Asian Cup qualification,Dushanbe,Tajikistan,False
6/6/2016,Malaysia,East Timor,3.0,0.0,AFC Asian Cup qualification,Johor Bahru,Malaysia,False
6/7/2016,Bangladesh,Tajikistan,0.0,1.0,AFC Asian Cup qualification,Dhaka,Bangladesh,False
6/7/2016,Cambodia,Chinese Taipei,2.0,0.0,AFC Asian Cup qualification,Phnom Penh,Cambodia,False
6/7/2016,India,Laos,6.0,1.0,AFC Asian Cup qualification,Guwahati,India,False
6/7/2016,Yemen,Maldives,2.0,0.0,AFC Asian Cup qualification,Doha,Qatar,True
9/6/2016,Bangladesh,Bhutan,0.0,0.0,AFC Asian Cup qualification,Dhaka,Bangladesh,False
9/6/2016,Maldives,Laos,4.0,0.0,AFC Asian Cup qualification,Malé,Maldives,False
10/8/2016,Chinese Taipei,East Timor,2.0,1.0,AFC Asian Cup qualification,Kaohsiung,Chinese Taipei,False
10/10/2016,Bhutan,Bangladesh,3.0,1.0,AFC Asian Cup qualification,Thimphu,Bhutan,False
10/11/2016,Laos,Maldives,1.0,1.0,AFC Asian Cup qualification,Vientiane,Laos,False
3/28/2017,Afghanistan,Vietnam,1.0,1.0,AFC Asian Cup qualification,Dushanbe,Tajikistan,True
3/28/2017,Bahrain,Singapore,0.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False
3/28/2017,Burma,India,0.0,1.0,AFC Asian Cup qualification,Rangoon,Burma,False
3/28/2017,Jordan,Cambodia,7.0,0.0,AFC Asian Cup qualification,Amman,Jordan,False
3/28/2017,Kyrgyzstan,Macau,1.0,0.0,AFC Asian Cup qualification,Bishkek,Kyrgyzstan,False
3/28/2017,Lebanon,Hong Kong,2.0,0.0,AFC Asian Cup qualification,Beirut,Lebanon,False
3/28/2017,Maldives,Palestine,0.0,3.0,AFC Asian Cup qualification,Malé,Maldives,False
3/28/2017,Oman,Bhutan,14.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False
3/28/2017,Philippines,Nepal,4.0,1.0,AFC Asian Cup qualification,Manila,Philippines,False
3/28/2017,Yemen,Tajikistan,2.0,1.0,AFC Asian Cup qualification,Doha,Qatar,True
6/10/2017,Singapore,Chinese Taipei,1.0,2.0,AFC Asian Cup qualification,Kallang,Singapore,False
6/13/2017,Bhutan,Maldives,0.0,2.0,AFC Asian Cup qualification,Thimphu,Bhutan,False
6/13/2017,Cambodia,Afghanistan,1.0,0.0,AFC Asian Cup qualification,Phnom Penh,Cambodia,False
6/13/2017,Hong Kong,North Korea,1.0,1.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
6/13/2017,India,Kyrgyzstan,1.0,0.0,AFC Asian Cup qualification,Bangalore,India,False
6/13/2017,Macau,Burma,0.0,4.0,AFC Asian Cup qualification,Macau,Macau,False
6/13/2017,Malaysia,Lebanon,1.0,2.0,AFC Asian Cup qualification,Johor Bahru,Malaysia,False
6/13/2017,Nepal,Yemen,0.0,0.0,AFC Asian Cup qualification,Kathmandu,Nepal,False
6/13/2017,Palestine,Oman,2.0,1.0,AFC Asian Cup qualification,al-Ram,Palestine,False
6/13/2017,Tajikistan,Philippines,3.0,4.0,AFC Asian Cup qualification,Dushanbe,Tajikistan,False
6/13/2017,Turkmenistan,Bahrain,1.0,2.0,AFC Asian Cup qualification,Daşoguz,Turkmenistan,False
6/13/2017,Vietnam,Jordan,0.0,0.0,AFC Asian Cup qualification,Ho Chi Minh City,Vietnam,False
9/5/2017,Bahrain,Chinese Taipei,5.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False
9/5/2017,Bhutan,Palestine,0.0,2.0,AFC Asian Cup qualification,Thimphu,Bhutan,False
9/5/2017,Cambodia,Vietnam,1.0,2.0,AFC Asian Cup qualification,Phnom Penh,Cambodia,False
9/5/2017,Jordan,Afghanistan,4.0,1.0,AFC Asian Cup qualification,Amman,Jordan,False
9/5/2017,North Korea,Lebanon,2.0,2.0,AFC Asian Cup qualification,P'yŏngyang,North Korea,False
9/5/2017,Macau,India,0.0,2.0,AFC Asian Cup qualification,Macau,Macau,False
9/5/2017,Malaysia,Hong Kong,1.0,1.0,AFC Asian Cup qualification,Paya Rumput,Malaysia,False
9/5/2017,Nepal,Tajikistan,1.0,2.0,AFC Asian Cup qualification,Lalitpur,Nepal,False
9/5/2017,Oman,Maldives,5.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False
9/5/2017,Philippines,Yemen,2.0,2.0,AFC Asian Cup qualification,Bacolod,Philippines,False
9/5/2017,Singapore,Turkmenistan,1.0,1.0,AFC Asian Cup qualification,Kallang,Singapore,False
10/10/2017,Afghanistan,Jordan,3.0,3.0,AFC Asian Cup qualification,Dushanbe,Tajikistan,True
10/10/2017,Burma,Kyrgyzstan,2.0,2.0,AFC Asian Cup qualification,Rangoon,Burma,False
10/10/2017,Hong Kong,Malaysia,2.0,0.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
10/10/2017,Lebanon,North Korea,5.0,0.0,AFC Asian Cup qualification,Beirut,Lebanon,False
10/10/2017,Maldives,Oman,1.0,3.0,AFC Asian Cup qualification,Malé,Maldives,False
10/10/2017,Palestine,Bhutan,10.0,0.0,AFC Asian Cup qualification,Hebron,Palestine,False
10/10/2017,Chinese Taipei,Bahrain,2.0,1.0,AFC Asian Cup qualification,Taipei,Chinese Taipei,False
10/10/2017,Tajikistan,Nepal,3.0,0.0,AFC Asian Cup qualification,Hisor,Tajikistan,False
10/10/2017,Turkmenistan,Singapore,2.0,1.0,AFC Asian Cup qualification,Ashgabat,Turkmenistan,False
10/10/2017,Vietnam,Cambodia,5.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
10/10/2017,Yemen,Philippines,1.0,1.0,AFC Asian Cup qualification,al-Wakrah,Qatar,True
10/11/2017,India,Macau,4.0,1.0,AFC Asian Cup qualification,Bangalore,India,False
11/10/2017,North Korea,Malaysia,4.0,1.0,AFC Asian Cup qualification,Buriram,Thailand,True
11/13/2017,Malaysia,North Korea,1.0,4.0,AFC Asian Cup qualification,Buriram,Thailand,True
11/14/2017,Bhutan,Oman,2.0,4.0,AFC Asian Cup qualification,Thimphu,Bhutan,False
11/14/2017,Cambodia,Jordan,0.0,1.0,AFC Asian Cup qualification,Phnom Penh,Cambodia,False
11/14/2017,Hong Kong,Lebanon,0.0,1.0,AFC Asian Cup qualification,So Kon Po,Hong Kong,False
11/14/2017,India,Burma,2.0,2.0,AFC Asian Cup qualification,Margao,India,False
11/14/2017,Macau,Kyrgyzstan,3.0,4.0,AFC Asian Cup qualification,Macau,Macau,False
11/14/2017,Nepal,Philippines,0.0,0.0,AFC Asian Cup qualification,Lalitpur,Nepal,False
11/14/2017,Palestine,Maldives,8.0,1.0,AFC Asian Cup qualification,Jenin,Palestine,False
11/14/2017,Singapore,Bahrain,0.0,3.0,AFC Asian Cup qualification,Kallang,Singapore,False
11/14/2017,Tajikistan,Yemen,0.0,0.0,AFC Asian Cup qualification,Hisor,Tajikistan,False
11/14/2017,Turkmenistan,Chinese Taipei,2.0,1.0,AFC Asian Cup qualification,Balkanabat,Turkmenistan,False
11/14/2017,Vietnam,Afghanistan,0.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
3/22/2018,Kyrgyzstan,Burma,5.0,1.0,AFC Asian Cup qualification,Incheon,South Korea,True
3/27/2018,Afghanistan,Cambodia,2.0,1.0,AFC Asian Cup qualification,Dushanbe,Tajikistan,True
3/27/2018,Bahrain,Turkmenistan,4.0,0.0,AFC Asian Cup qualification,Riffa,Bahrain,False
3/27/2018,Burma,Macau,1.0,0.0,AFC Asian Cup qualification,Rangoon,Burma,False
3/27/2018,Jordan,Vietnam,1.0,1.0,AFC Asian Cup qualification,Amman,Jordan,False
3/27/2018,North Korea,Hong Kong,2.0,0.0,AFC Asian Cup qualification,P'yŏngyang,North Korea,False
3/27/2018,Kyrgyzstan,India,2.0,1.0,AFC Asian Cup qualification,Bishkek,Kyrgyzstan,False
3/27/2018,Lebanon,Malaysia,2.0,1.0,AFC Asian Cup qualification,Beirut,Lebanon,False
3/27/2018,Maldives,Bhutan,7.0,0.0,AFC Asian Cup qualification,Malé,Maldives,False
3/27/2018,Oman,Palestine,1.0,0.0,AFC Asian Cup qualification,Muscat,Oman,False
3/27/2018,Philippines,Tajikistan,2.0,1.0,AFC Asian Cup qualification,Manila,Philippines,False
3/27/2018,Chinese Taipei,Singapore,1.0,0.0,AFC Asian Cup qualification,Taipei,Chinese Taipei,False
3/27/2018,Yemen,Nepal,2.0,1.0,AFC Asian Cup qualification,Doha,Qatar,True
