Country,Player,Age,MP,Starts,Minutes,fullgmsplayed,Gls,Ast,G_PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G_A_90,G_PK_90,G_A_PK_90
Costa Rica,Johan Venegas,33,1,0,1,0.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Costa Rica,Squad Total,30,1,11,90,1.00,1,1,1,0,0,2,0,1.00,1.00,2.00,1.00,2.00
Costa Rica,Opponent Total,25,1,11,90,1.00,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00
Croatia,Marcelo Brozovic,29,9,9,758,8.40,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12
Croatia,Ivan Perišic,32,10,8,720,8.00,3,2,3,0,0,1,0,0.37,0.25,0.62,0.37,0.62
Croatia,Andrej Kramaric,30,9,7,564,6.30,2,3,2,0,0,0,0,0.32,0.48,0.80,0.32,0.80
Croatia,Mario Pašalic,26,10,7,544,6.00,3,2,3,0,0,0,0,0.50,0.33,0.83,0.50,0.83
Croatia,Josip Juranovic,26,7,6,569,6.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Nikola Vlašic,24,10,6,566,6.30,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16
Croatia,Dominik Livakovic,27,6,6,540,6.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Luka Modric,36,7,6,533,5.90,3,2,2,1,2,0,0,0.51,0.34,0.84,0.34,0.68
Croatia,Dejan Lovren,32,6,6,526,5.80,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Mateo Kovacic,27,7,6,496,5.50,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Croatia,Duje Caleta-Car,25,6,5,457,5.10,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20
Croatia,Borna Sosa,24,5,5,450,5.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Domagoj Vida,32,5,5,450,5.00,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Croatia,Joško Gvardiol,20,4,4,360,4.00,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25
Croatia,Borna Barišic,29,5,4,349,3.90,0,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26
Croatia,Mislav Oršic,29,7,2,276,3.10,0,1,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33
Croatia,Ivo Grbic,26,2,2,180,2.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Croatia,Ivica Ivušic,26,2,2,180,2.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Croatia,Josip Stanišic,21,3,2,161,1.80,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Croatia,Luka Ivanušec,23,5,2,142,1.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Šime Vrsaljko,30,2,2,135,1.50,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Croatia,Ante Budimir,30,3,2,131,1.50,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Croatia,Marko Livaja,28,7,1,201,2.20,2,1,2,0,0,1,0,0.90,0.45,1.34,0.90,1.34
Croatia,Josip Brekalo,23,6,1,199,2.20,1,1,1,0,0,0,0,0.45,0.45,0.90,0.45,0.90
Croatia,Lovro Majer,24,2,1,97,1.10,2,0,2,0,0,0,0,1.86,0.00,1.86,1.86,1.86
Croatia,Antonio Colak,28,2,1,59,0.70,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Dario Melnjak,29,1,1,56,0.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Milan Badelj,32,1,1,53,0.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Bruno Petkovic,27,2,0,70,0.80,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Kristijan Jakic,24,2,0,52,0.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Kristijan Lovric,26,1,0,13,0.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Mile Škoric,30,1,0,7,0.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Luka Sucic,19,1,0,6,0.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Croatia,Squad Total,28,10,110,900,10.00,20,13,19,1,2,16,0,2.00,1.30,3.30,1.90,3.20
Croatia,Opponent Total,28,10,110,900,10.00,3,2,3,0,0,17,0,0.30,0.20,0.50,0.30,0.50
Denmark,Kasper Schmeichel,35,10,10,900,10.00,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
Denmark,Andreas Christensen,25,9,9,810,9.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Denmark,Joakim Mæhle,24,9,8,760,8.40,5,0,5,0,0,0,0,0.59,0.00,0.59,0.59,0.59
Denmark,Simon Kjær,32,9,8,689,7.70,2,0,1,1,1,0,0,0.26,0.00,0.26,0.13,0.13
Denmark,Daniel Wass,32,8,8,683,7.60,1,2,1,0,0,1,0,0.13,0.26,0.40,0.13,0.40
Denmark,Andreas Skov Olsen,22,10,7,577,6.40,5,3,5,0,0,0,0,0.78,0.47,1.25,0.78,1.25
Denmark,Yussuf Poulsen,27,8,7,520,5.80,1,1,1,0,0,0,0,0.17,0.17,0.35,0.17,0.35
Denmark,Thomas Delaney,30,7,6,515,5.70,1,3,1,0,0,0,0,0.17,0.52,0.70,0.17,0.70
Denmark,Pierre Højbjerg,26,7,6,508,5.60,1,2,1,0,0,1,0,0.18,0.35,0.53,0.18,0.53
Denmark,Mikkel Damsgaard,21,6,5,432,4.80,2,5,2,0,0,0,0,0.42,1.04,1.46,0.42,1.46
Denmark,Christian Nørgaard,27,9,4,355,3.90,1,0,1,0,0,2,0,0.25,0.00,0.25,0.25,0.25
Denmark,Joachim Andersen,25,6,3,336,3.70,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Jannik Vestergaard,29,4,3,315,3.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Jens Stryger Larsen,30,8,3,309,3.40,1,1,1,0,0,0,0,0.29,0.29,0.58,0.29,0.58
Denmark,Jonas Wind,22,5,3,261,2.90,2,1,2,0,0,1,0,0.69,0.34,1.03,0.69,1.03
Denmark,Mathias Jensen,26,4,2,200,2.20,1,1,1,0,0,0,0,0.45,0.45,0.90,0.45,0.90
Denmark,Christian Eriksen,29,3,2,194,2.20,0,1,0,0,0,0,0,0.00,0.46,0.46,0.00,0.46
Denmark,Martin Braithwaite,30,2,2,166,1.80,1,1,1,0,0,1,0,0.54,0.54,1.08,0.54,1.08
Denmark,Jacob Bruun Larsen,23,3,2,141,1.60,1,0,1,0,0,0,0,0.64,0.00,0.64,0.64,0.64
Denmark,Rasmus Nissen,24,2,2,125,1.40,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Mohammed Daramy,20,4,2,121,1.30,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Denmark,Kasper Dolberg,24,4,1,196,2.20,2,0,1,1,1,0,0,0.92,0.00,0.92,0.46,0.46
Denmark,Andreas Cornelius,28,4,1,114,1.30,1,0,1,0,0,0,0,0.79,0.00,0.79,0.79,0.79
Denmark,Jens Jønsson,29,3,1,93,1.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Nicolai Boilesen,29,1,1,90,1.00,0,1,0,0,0,0,0,0.00,1.00,1.00,0.00,1.00
Denmark,Victor Nelsson,23,1,1,90,1.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Lasse Schöne,35,1,1,76,0.80,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Anders Christiansen,31,1,1,75,0.80,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Jesper Lindstrøm,21,2,1,57,0.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Robert Skov,25,1,0,45,0.50,1,0,1,0,0,0,0,2.00,0.00,2.00,2.00,2.00
Denmark,Pione Sisto,26,1,0,35,0.40,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Jens Stage,25,1,0,35,0.40,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Anders Dreyer,23,2,0,34,0.40,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Mikael Uhre,27,1,0,19,0.20,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Marcus Ingvartsen,26,1,0,14,0.20,1,0,1,0,0,0,0,6.43,0.00,6.43,6.43,6.43
Denmark,Alexander Bah,24,1,0,10,0.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Denmark,Squad Total,28,10,110,900,10.00,30,22,28,2,2,10,0,3.00,2.20,5.20,2.80,5.00
Denmark,Opponent Total,29,10,110,900,10.00,3,4,3,0,0,18,1,0.30,0.40,0.70,0.30,0.70
Ecuador,Pervis Estupiñán,24,17,17,1513,16.80,2,1,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18
Ecuador,Carlos Gruezo,26,16,16,1395,15.50,1,0,0,1,1,2,0,0.06,0.00,0.06,0.00,0.00
Ecuador,Moisés Caicedo,20,15,15,1305,14.50,2,4,2,0,0,5,0,0.14,0.28,0.41,0.14,0.41
Ecuador,Ángel Mena,34,15,13,1079,12.00,2,3,2,0,0,2,0,0.17,0.25,0.42,0.17,0.42
Ecuador,Michael Estrada,25,17,11,1043,11.60,6,2,6,0,0,2,0,0.52,0.17,0.69,0.52,0.69
Ecuador,Piero Hincapié,20,11,11,990,11.00,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09
Ecuador,Félix Torres Caicedo,25,11,11,990,11.00,2,0,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18
Ecuador,Alexander Domínguez,34,10,10,824,9.20,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00
Ecuador,Enner Valencia,32,12,10,758,8.40,4,1,3,1,2,5,0,0.47,0.12,0.59,0.36,0.47
Ecuador,Ángelo Preciado,23,13,8,755,8.40,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Robert Arboleda,30,10,8,718,8.00,1,1,1,0,0,0,0,0.13,0.13,0.25,0.13,0.25
Ecuador,Gonzalo Plata,21,16,7,891,9.90,3,1,3,0,0,4,1,0.30,0.10,0.40,0.30,0.40
Ecuador,Byron Castillo,23,8,7,613,6.80,0,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15
Ecuador,Xavier Arreaga,27,9,7,612,6.80,1,1,1,0,0,0,0,0.15,0.15,0.29,0.15,0.29
Ecuador,Alan Franco,23,12,7,581,6.50,0,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15
Ecuador,Hernán Galíndez,34,6,5,468,5.20,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Jhegson Méndez,24,7,4,321,3.60,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Ayrton Preciado,27,7,3,252,2.80,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Jeremy Sarmiento,19,5,2,236,2.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Romario Ibarra,27,4,2,184,2.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Moisés Ramírez,21,2,2,180,2.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Luis Fernando León,28,2,2,179,2.00,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50
Ecuador,Joao Joshimar Rojas,24,6,2,172,1.90,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Renato Ibarra,31,3,2,171,1.90,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Junior Sornoza,28,3,2,135,1.50,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
Ecuador,Pedro Perlaza,30,2,2,131,1.50,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Fernando Gaibor,30,2,2,121,1.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Pedro Ortíz,31,2,1,145,1.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Jordy Caicedo,24,6,1,121,1.30,1,0,0,1,1,0,0,0.74,0.00,0.74,0.00,0.00
Ecuador,José Cifuentes,22,2,1,88,1.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Christian Cruz,29,1,1,85,0.90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Beder Caicedo,29,2,1,81,0.90,1,0,1,0,0,0,0,1.11,0.00,1.11,1.11,1.11
Ecuador,José Carabalí,24,1,1,64,0.70,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Djorkaeff Reasco,23,1,1,63,0.70,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,José Hurtado,20,1,1,56,0.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Erick Ferigra,22,1,1,45,0.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Adolfo Muñoz,24,1,1,31,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Christian Noboa,36,2,0,51,0.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Fidel Martínez,31,2,0,47,0.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Diego Palacios,22,3,0,39,0.40,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Janner Corozo,26,1,0,27,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Damián Díaz,35,1,0,26,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Brayan Angulo,26,4,0,25,0.30,0,1,0,0,0,0,0,0.00,3.60,3.60,0.00,3.60
Ecuador,Romario Caicedo,31,1,0,25,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Washington Corozo,23,1,0,25,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Michael Carcelen,24,3,0,23,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Jhojan Julio,23,1,0,8,0.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Juan Cazares,29,1,0,7,0.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Leonardo Campana,21,1,0,6,0.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Ecuador,Squad Total,26,18,198,1620,18.00,27,18,24,3,4,40,3,1.50,1.00,2.50,1.33,2.33
Ecuador,Opponent Total,29,18,198,1620,18.00,18,9,13,5,5,46,3,1.00,0.50,1.50,0.72,1.22
England,John Stones,27,9,8,662,7.40,1,1,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27
England,Harry Kane,28,8,7,585,6.50,12,2,8,4,4,1,0,1.85,0.31,2.15,1.23,1.54
England,Raheem Sterling,27,7,7,555,6.20,2,2,2,0,0,1,0,0.32,0.32,0.65,0.32,0.65
England,Kalvin Phillips,26,7,7,537,6.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
England,Kyle Walker,31,6,6,540,6.00,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17
England,Mason Mount,23,8,6,535,5.90,1,2,1,0,0,0,0,0.17,0.34,0.50,0.17,0.50
England,Phil Foden,21,7,6,497,5.50,0,4,0,0,0,0,0,0.00,0.72,0.72,0.00,0.72
England,Harry Maguire,28,6,6,495,5.50,4,0,4,0,0,1,0,0.73,0.00,0.73,0.73,0.73
England,Declan Rice,23,5,5,447,5.00,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20
England,Ben Chilwell,25,5,4,405,4.50,1,1,1,0,0,0,0,0.22,0.22,0.44,0.22,0.44
England,Conor Coady,28,4,4,360,4.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
England,Jordan Pickford,27,4,4,360,4.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
England,Luke Shaw,26,4,4,360,4.00,0,2,0,0,0,1,0,0.00,0.50,0.50,0.00,0.50
England,Tyrone Mings,28,4,3,315,3.50,1,0,1,0,0,2,0,0.29,0.00,0.29,0.29,0.29
England,Jack Grealish,26,6,3,313,3.50,1,1,1,0,0,0,0,0.29,0.29,0.58,0.29,0.58
England,Bukayo Saka,20,5,3,302,3.40,3,1,3,0,0,0,0,0.89,0.30,1.19,0.89,1.19
England,Jesse Lingard,29,6,3,270,3.00,2,2,2,0,0,0,0,0.67,0.67,1.33,0.67,1.33
England,Nick Pope,29,3,3,270,3.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
England,Reece James,22,5,3,216,2.40,0,2,0,0,0,0,0,0.00,0.83,0.83,0.00,0.83
England,Kieran Trippier,31,3,2,225,2.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
England,Jude Bellingham,18,4,2,224,2.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
England,James Ward-Prowse,27,3,2,200,2.20,2,0,2,0,1,0,0,0.90,0.00,0.90,0.90,0.90
England,Jordan Henderson,31,4,2,198,2.20,1,1,1,0,0,0,0,0.45,0.45,0.91,0.45,0.91
England,Trent Alexander-Arnold,23,3,2,194,2.20,0,3,0,0,0,0,0,0.00,1.39,1.39,0.00,1.39
England,Sam Johnstone,28,2,2,180,2.00,0,1,0,0,0,0,0,0.00,0.50,0.50,0.00,0.50
England,Tammy Abraham,24,4,1,165,1.80,2,1,2,0,0,1,0,1.09,0.55,1.64,1.09,1.64
England,Aaron Ramsdale,23,1,1,90,1.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
England,Emile Smith Rowe,21,2,1,86,1.00,1,1,1,0,0,0,0,1.05,1.05,2.09,1.05,2.09
England,Jadon Sancho,21,1,1,72,0.80,0,2,0,0,0,1,0,0.00,2.50,2.50,0.00,2.50
England,Dominic Calvert-Lewin,24,2,1,64,0.70,2,0,2,0,0,0,0,2.81,0.00,2.81,2.81,2.81
England,Patrick Bamford,28,1,1,61,0.70,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
England,Conor Gallagher,21,1,0,45,0.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
England,Ollie Watkins,26,3,0,41,0.50,1,0,1,0,0,0,0,2.20,0.00,2.20,2.20,2.20
England,Fikayo Tomori,24,1,0,31,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
England,Eric Dier,28,0,0,,,,,,,,,,,,,,
England,Dean Henderson,24,0,0,,,,,,,,,,,,,,
England,Squad Total,26,10,110,900,10.00,38,30,34,4,5,13,0,3.80,3.00,6.80,3.40,6.40
England,Opponent Total,28,10,110,900,10.00,3,2,2,1,1,30,1,0.30,0.20,0.50,0.20,0.40
France,Hugo Lloris,35,8,8,720,8.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Antoine Griezmann,30,8,8,648,7.20,6,1,5,1,1,0,0,0.83,0.14,0.97,0.69,0.83
France,Adrien Rabiot,26,7,6,567,6.30,1,1,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32
France,Kylian Mbappé,23,6,5,464,5.20,5,2,5,0,1,0,0,0.97,0.39,1.36,0.97,1.36
France,Presnel Kimpembe,26,5,5,449,5.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
France,Paul Pogba,28,6,5,446,5.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
France,Lucas Digne,28,4,4,360,4.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Raphaël Varane,28,4,4,360,4.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
France,Kurt Zouma,27,4,4,360,4.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Leo Dubois,27,5,4,329,3.70,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27
France,Kingsley Coman,25,7,4,311,3.50,0,2,0,0,0,0,0,0.00,0.58,0.58,0.00,0.58
France,Karim Benzema,34,5,3,296,3.30,3,1,3,0,0,1,0,0.91,0.30,1.22,0.91,1.22
France,Lucas Hernández,25,3,3,258,2.90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Anthony Martial,26,5,3,229,2.50,1,1,1,0,0,0,0,0.39,0.39,0.79,0.39,0.79
France,Thomas Lemar,26,3,3,224,2.50,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
France,Jules Koundé,23,3,3,196,2.20,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00
France,Aurélien Tchouaméni,22,5,2,238,2.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Benjamin Pavard,25,4,2,237,2.60,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
France,Theo Hernández,24,2,2,180,2.00,0,2,0,0,0,0,0,0.00,1.00,1.00,0.00,1.00
France,Dayot Upamecano,23,2,2,180,2.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,N'Golo Kanté,30,2,2,160,1.80,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Ousmane Dembélé,24,2,1,117,1.30,1,0,1,0,0,1,0,0.77,0.00,0.77,0.77,0.77
France,Moussa Diaby,22,4,1,104,1.20,0,1,0,0,0,0,0,0.00,0.87,0.87,0.00,0.87
France,Clément Lenglet,26,3,1,103,1.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Olivier Giroud,35,2,1,94,1.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Tanguy Ndombele,25,1,1,81,0.90,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Jordan Veretout,28,3,1,65,0.70,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
France,Wissam Ben Yedder,31,3,0,46,0.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Mattéo Guendouzi,22,1,0,24,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Nordi Mukiele,24,1,0,24,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Moussa Sissoko,32,2,0,10,0.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
France,Alphonse Areola,28,0,0,,,,,,,,,,,,,,
France,Ferland Mendy,26,0,0,,,,,,,,,,,,,,
France,Squad Total,28,8,88,720,8.00,17,12,16,1,2,8,1,2.12,1.50,3.62,2.00,3.50
France,Opponent Total,28,8,88,720,8.00,3,2,3,0,0,12,0,0.37,0.25,0.62,0.37,0.62
Germany,Leroy Sané,26,9,9,675,7.50,4,2,4,0,0,1,0,0.53,0.27,0.80,0.53,0.80
Germany,Joshua Kimmich,26,8,8,681,7.60,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13
Germany,Leon Goretzka,26,9,8,632,7.00,1,7,1,0,0,0,0,0.14,1.00,1.14,0.14,1.14
Germany,Antonio Rüdiger,28,7,7,630,7.00,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14
Germany,Thilo Kehrer,25,7,7,603,6.70,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Germany,Ilkay Gündogan,31,8,7,584,6.50,5,0,2,3,3,0,0,0.77,0.00,0.77,0.31,0.31
Germany,Serge Gnabry,26,8,7,574,6.40,5,1,5,0,0,0,0,0.78,0.16,0.94,0.78,0.94
Germany,Manuel Neuer,35,6,6,540,6.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Kai Havertz,22,8,6,487,5.40,3,2,3,0,0,2,0,0.55,0.37,0.92,0.55,0.92
Germany,Timo Werner,25,8,5,470,5.20,5,1,5,0,0,0,0,0.96,0.19,1.15,0.96,1.15
Germany,Niklas Süle,26,5,5,418,4.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Jonas Hofmann,29,7,5,394,4.40,2,1,2,0,0,0,0,0.46,0.23,0.69,0.46,0.69
Germany,Matthias Ginter,28,5,4,377,4.20,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Lukas Klostermann,25,5,3,321,3.60,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Emre Can,28,3,3,270,3.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Germany,Marc-André ter Stegen,29,3,3,270,3.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Thomas Müller,32,4,3,252,2.80,3,3,3,0,0,0,0,1.07,1.07,2.14,1.07,2.14
Germany,Marco Reus,32,4,3,246,2.70,2,5,2,0,0,0,0,0.73,1.83,2.56,0.73,2.56
Germany,David Raum,23,3,2,188,2.10,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Robin Gosens,27,3,2,177,2.00,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Germany,Ridle Baku,23,3,2,157,1.70,1,0,1,0,0,0,0,0.57,0.00,0.57,0.57,0.57
Germany,Jamal Musiala,18,6,1,152,1.70,1,1,1,0,0,1,0,0.59,0.59,1.18,0.59,1.18
Germany,Florian Neuhaus,24,5,1,149,1.70,0,1,0,0,0,1,0,0.00,0.60,0.60,0.00,0.60
Germany,Christian Günter,28,1,1,90,1.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Bernd Leno,29,1,1,90,1.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Jonathan Tah,25,1,1,90,1.00,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Florian Wirtz,18,4,0,81,0.90,0,1,0,0,0,0,0,0.00,1.11,1.11,0.00,1.11
Germany,Lukas Nmecha,23,2,0,76,0.80,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Maximilian Arnold,27,2,0,58,0.60,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
Germany,Karim Adeyemi,20,3,0,51,0.60,1,1,1,0,0,0,0,1.76,1.76,3.53,1.76,3.53
Germany,Kevin Volland,29,2,0,45,0.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Amin Younes,28,3,0,41,0.50,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Julian Brandt,25,1,0,31,0.30,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
Germany,Mahmoud Dahoud,26,0,0,,,,,,,,,,,,,,
Germany,Julian Draxler,28,0,0,,,,,,,,,,,,,,
Germany,Philipp Max,28,0,0,,,,,,,,,,,,,,
Germany,Nico Schlotterbeck,22,0,0,,,,,,,,,,,,,,
Germany,Kevin Trapp,31,0,0,,,,,,,,,,,,,,
