Match,Squad1Key,Squad2Key,Group,Stage,Squad1,S1%,Squad1Seed,Squad2,S2%,Squad2Seed,S1_Prob,S1_wins,Simulation,MatchWinner
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,489,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,495,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Poland,0.639776689326929,M50,0.548922591427222,1,502,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,520,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Poland,0.639776689326929,M50,0.548922591427222,1,530,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,536,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,544,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,548,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,551,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Denmark,0.778587101918141,M51,0.380662293634647,1,578,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,600,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,606,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,607,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,614,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,623,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,640,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,649,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,687,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,688,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,709,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,716,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,722,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,723,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,743,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Poland,0.639776689326929,M51,0.548922591427222,1,753,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,758,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Poland,0.639776689326929,M50,0.548922591427222,1,769,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,778,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,812,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,843,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,880,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,937,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Poland,0.639776689326929,M51,0.548922591427222,1,954,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,957,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Denmark,0.778587101918141,M51,0.380662293634647,1,986,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,1004,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,1015,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,1016,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,1023,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1025,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Denmark,0.778587101918141,M51,0.380662293634647,1,1031,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Poland,0.639776689326929,M51,0.548922591427222,1,1040,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1044,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1059,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,1064,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,1067,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Tunisia,0.649052672398922,M51,0.538880296389371,1,1081,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1090,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,1102,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,1126,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,1129,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,1192,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Poland,0.639776689326929,M50,0.548922591427222,1,1216,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1232,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,1248,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1252,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1265,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,1269,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,1275,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Poland,0.639776689326929,M50,0.548922591427222,1,1278,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Saudi Arabia,0.626644955423917,M50,0.56288111197931,1,1279,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,1281,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,1283,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,1295,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Denmark,0.778587101918141,M51,0.380662293634647,1,1298,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1299,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Mexico,0.756756710226366,M51,0.409927241607884,1,1304,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1320,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,1347,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,1350,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,1353,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1356,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,1357,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,1358,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,1432,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,1434,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1438,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,1442,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,1459,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1462,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Poland,0.639776689326929,M51,0.548922591427222,1,1470,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,1488,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1494,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,1513,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,1525,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,1548,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1553,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Poland,0.639776689326929,M51,0.548922591427222,1,1555,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1570,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1574,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1580,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,1585,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Denmark,0.778587101918141,M51,0.380662293634647,1,1601,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,1604,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1606,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,1620,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1624,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,1630,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1650,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,1672,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,1692,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,1693,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,1718,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,1758,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1763,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,1795,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Poland,0.639776689326929,M50,0.548922591427222,1,1809,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1810,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,1830,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,1833,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Denmark,0.778587101918141,M51,0.380662293634647,1,1836,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,1871,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,1883,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Saudi Arabia,0.626644955423917,M50,0.56288111197931,1,1893,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Denmark,0.778587101918141,M51,0.380662293634647,1,1935,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1939,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1942,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1946,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,1954,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,1958,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,1971,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Poland,0.639776689326929,M50,0.548922591427222,1,1972,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,1978,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,1989,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,2002,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2032,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2044,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2055,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2057,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,2065,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Mexico,0.756756710226366,M51,0.409927241607884,1,2132,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Saudi Arabia,0.626644955423917,M50,0.56288111197931,1,2164,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2176,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,2185,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2188,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,2216,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,2218,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,2242,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,2276,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2312,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,2316,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,2324,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,2332,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2394,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2395,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,2420,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,2435,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,2451,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,2454,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2495,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,2511,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Australia,0.669404229689161,M50,0.516299672298341,1,2512,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,2527,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Saudi Arabia,0.626644955423917,M51,0.56288111197931,1,2532,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,France,0.780360381500851,M50,0.378233187547771,1,2538,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Mexico,0.756756710226366,M50,0.409927241607884,1,2561,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,2563,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Argentina,0.713176936529532,M51,0.465019611441133,1,2578,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,2595,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Tunisia,0.649052672398922,M50,0.538880296389371,1,2631,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,2676,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,2744,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Mexico,0.756756710226366,M51,0.409927241607884,1,2766,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,2772,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,France,0.780360381500851,M51,0.378233187547771,1,2783,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Saudi Arabia,0.626644955423917,M50,0.56288111197931,1,2799,United States
60,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M52,Mexico,0.756756710226366,M51,0.409927241607884,1,2813,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,2826,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Argentina,0.713176936529532,M50,0.465019611441133,1,2877,United States
58,Knockout Round,Knockout Round,R8,Knockout,United States,0.683675221341859,M49,Denmark,0.778587101918141,M50,0.380662293634647,1,2879,United States
